Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,WHH,WHD,WHA,Season,current_points_H,current_points_A,total_points_H,total_points_A
2003-12-06,Fulham,Bolton,2,1,H,0,0,D,A D'Urso,10,10,3,5,15,11,3,2,0,2,0,0,1.8,3.2,4.33,1.83,3.3,3.6,2003/2004,22,18,22,18
2003-12-06,Leeds,Chelsea,1,1,D,1,0,H,M Dean,8,19,4,10,14,11,2,8,3,2,0,0,6.5,3.6,1.5,5.5,3.6,1.5,2003/2004,11,35,11,35
2003-12-06,Leicester,Arsenal,1,1,D,0,0,D,R Styles,4,8,1,5,13,12,7,5,1,1,0,1,6.5,3.4,1.53,5.5,3.6,1.5,2003/2004,15,34,15,34
2003-12-06,Man United,Aston Villa,4,0,H,2,0,H,S Dunn,12,10,8,3,6,11,6,5,0,1,0,0,1.28,4.5,10.0,1.2,5.0,11.0,2003/2004,31,14,31,14
2003-12-06,Middlesbrough,Portsmouth,0,0,D,0,0,D,S Bennett,5,6,3,2,17,20,6,5,2,3,0,1,1.72,3.4,4.5,1.72,3.2,4.33,2003/2004,18,15,18,15
2003-12-06,Newcastle,Liverpool,1,1,D,0,1,A,G Poll,13,7,6,3,13,13,8,1,1,4,0,0,2.25,3.4,2.75,2.25,3.2,2.75,2003/2004,20,21,20,21
2003-12-06,Tottenham,Wolves,5,2,H,1,1,D,U Rennie,12,16,10,8,14,8,4,5,2,0,0,0,1.66,3.4,5.0,1.57,3.5,5.0,2003/2004,15,11,15,11
2003-12-07,Everton,Man City,0,0,D,0,0,D,J Winter,9,15,2,7,11,13,3,5,1,1,0,0,2.3,3.4,2.7,2.25,3.2,2.75,2003/2004,13,18,13,18
2003-12-07,Southampton,Charlton,3,2,H,2,0,H,P Walton,18,20,14,14,12,12,8,9,0,0,0,0,2.25,3.25,2.87,2.2,3.2,2.8,2003/2004,17,22,17,22
2003-12-13,Chelsea,Bolton,1,2,A,1,1,D,M Messias,9,4,5,2,13,11,8,3,2,2,0,0,1.286,4.5,10.0,1.25,4.5,10.0,2003/2004,36,18,36,18
2003-12-13,Leicester,Birmingham,0,2,A,0,1,A,M Riley,8,9,5,4,19,16,6,7,2,2,2,0,2.25,3.25,2.875,2.3,3.1,2.75,2003/2004,16,20,16,20
2003-12-13,Liverpool,Southampton,1,2,A,0,1,A,P Durkin,18,8,10,4,6,8,9,5,0,0,0,0,1.571,3.4,6.0,1.53,3.25,6.0,2003/2004,22,20,22,20
2003-12-13,Man United,Man City,3,1,H,2,0,H,M Halsey,10,12,7,9,8,10,2,5,0,2,0,0,1.4,3.75,8.5,1.36,3.75,8.0,2003/2004,34,19,34,19
2003-12-13,Middlesbrough,Charlton,0,0,D,0,0,D,H Webb,12,10,6,3,13,11,3,7,1,1,0,0,2.1,3.25,3.2,2.0,3.2,3.2,2003/2004,19,22,19,22
2003-12-13,Newcastle,Tottenham,4,0,H,1,0,H,A Wiley,19,4,11,4,10,12,11,7,2,2,0,0,1.615,3.4,5.5,1.57,3.5,5.0,2003/2004,21,18,21,18
2003-12-13,Portsmouth,Everton,1,2,A,1,2,A,U Rennie,12,9,10,4,13,13,7,10,1,1,0,0,2.2,3.2,3.0,2.1,3.2,3.0,2003/2004,16,14,16,14
2003-12-14,Arsenal,Blackburn,1,0,H,1,0,H,A D'Urso,11,5,7,1,14,14,5,6,2,4,0,0,1.364,4.333,7.5,1.3,4.2,8.5,2003/2004,35,17,35,17
2003-12-14,Aston Villa,Wolves,3,2,H,2,1,H,G Poll,11,8,8,5,12,14,4,6,3,4,0,0,1.727,3.4,4.5,1.72,3.25,4.2,2003/2004,14,11,14,11
2003-12-14,Leeds,Fulham,3,2,H,1,0,H,N Barry,14,10,11,7,17,11,6,5,2,1,0,0,2.5,3.2,2.6,2.5,3.1,2.5,2003/2004,12,25,12,25
2003-12-20,Blackburn,Aston Villa,0,2,A,0,0,D,D Gallagher,12,15,5,7,7,11,9,1,1,0,0,0,1.909,3.3,4.0,1.72,3.25,4.2,2003/2004,17,17,17,17
2003-12-20,Bolton,Arsenal,1,1,D,0,0,D,G Poll,19,9,13,4,11,13,8,1,2,2,0,0,5.0,3.6,1.667,5.0,3.5,1.57,2003/2004,21,38,21,38
2003-12-20,Charlton,Newcastle,0,0,D,0,0,D,S Bennett,18,11,10,5,11,9,7,9,0,0,0,0,2.875,3.3,2.375,2.75,3.2,2.25,2003/2004,23,24,23,24
2003-12-20,Everton,Leicester,3,2,H,1,1,D,P Dowd,15,6,8,4,13,18,11,7,2,3,0,0,1.8,3.4,4.0,1.8,3.1,4.0,2003/2004,17,16,17,16
2003-12-20,Fulham,Chelsea,0,1,A,0,0,D,M Riley,7,11,2,9,11,10,2,8,2,3,0,0,4.5,3.4,1.8,4.5,3.3,1.66,2003/2004,25,36,25,36
2003-12-21,Southampton,Portsmouth,3,0,H,1,0,H,J Winter,12,11,7,7,7,21,8,5,0,3,0,0,1.727,3.4,5.0,1.72,3.2,4.33,2003/2004,23,16,23,16
2003-12-21,Tottenham,Man United,1,2,A,0,2,A,R Styles,14,12,8,7,12,8,7,8,2,2,0,0,5.5,3.6,1.615,5.0,3.3,1.61,2003/2004,18,37,18,37
2003-12-22,Man City,Leeds,1,1,D,0,1,A,G Barber,19,6,11,4,7,8,8,5,0,3,0,0,1.909,3.3,4.0,1.9,3.4,3.25,2003/2004,19,15,19,15
2003-12-26,Arsenal,Wolves,3,0,H,2,0,H,P Dowd,15,5,10,1,15,17,14,3,2,5,0,0,1.167,6.5,15.0,1.12,6.0,15.0,2003/2004,39,11,39,11
2003-12-26,Birmingham,Man City,2,1,H,0,1,A,U Rennie,5,9,3,5,18,14,9,3,2,1,0,0,2.25,3.25,3.1,2.1,3.3,2.87,2003/2004,23,20,23,20
2003-12-26,Blackburn,Middlesbrough,2,2,D,1,1,D,A Wiley,13,5,10,3,11,10,14,1,2,1,0,0,2.25,3.25,3.1,2.1,3.1,3.1,2003/2004,17,20,17,20
2003-12-26,Charlton,Chelsea,4,2,H,2,1,H,G Poll,8,15,4,8,14,10,8,6,1,1,0,0,5.5,3.4,1.667,5.0,3.3,1.61,2003/2004,24,39,24,39
2003-12-26,Fulham,Southampton,2,0,H,1,0,H,D Gallagher,14,6,7,2,13,12,11,5,0,2,0,0,2.2,3.25,3.2,2.1,3.1,3.1,2003/2004,25,26,25,26
2003-12-26,Leeds,Aston Villa,0,0,D,0,0,D,S Bennett,6,13,3,4,15,13,7,5,0,2,0,0,2.3,3.25,3.0,2.25,3.2,2.75,2003/2004,16,20,16,20
2003-12-26,Leicester,Newcastle,1,1,D,0,0,D,C Foy,6,12,5,6,11,10,6,7,0,0,0,0,3.25,3.4,2.1,3.2,3.2,2.0,2003/2004,16,25,16,25
2003-12-26,Liverpool,Bolton,3,1,H,1,0,H,J Winter,13,7,8,2,10,18,7,1,0,2,0,0,1.667,3.6,5.0,1.61,3.3,5.0,2003/2004,22,22,22,22
2003-12-26,Man United,Everton,3,2,H,2,1,H,M Dean,19,10,11,6,8,10,7,2,0,2,0,0,1.25,5.5,10.0,1.2,5.0,11.0,2003/2004,40,20,40,20
2003-12-26,Portsmouth,Tottenham,2,0,H,0,0,D,S Dunn,10,5,8,3,10,10,3,6,1,1,0,0,2.5,3.25,2.7,2.37,3.1,2.62,2003/2004,16,18,16,18
2003-12-28,Aston Villa,Fulham,3,0,H,1,0,H,B Knight,12,9,8,3,17,7,8,3,0,0,0,0,2.2,3.25,3.2,2.2,3.1,2.87,2003/2004,21,28,21,28
2003-12-28,Bolton,Leicester,2,2,D,1,1,D,N Barry,15,7,8,6,16,17,3,7,1,2,0,0,1.8,3.4,4.5,1.72,3.2,4.33,2003/2004,22,17,22,17
2003-12-28,Chelsea,Portsmouth,3,0,H,0,0,D,G Barber,15,7,8,3,8,14,7,1,0,0,0,0,1.25,5.5,11.0,1.28,4.5,8.0,2003/2004,39,19,39,19
2003-12-28,Everton,Birmingham,1,0,H,0,0,D,R Styles,16,5,6,2,7,13,5,2,0,0,0,0,2.1,3.25,3.4,2.1,3.2,3.0,2003/2004,20,26,20,26
2003-12-28,Man City,Liverpool,2,2,D,1,0,H,M Riley,16,11,8,9,6,14,7,7,1,2,0,0,2.87,3.25,2.37,2.8,3.2,2.2,2003/2004,20,25,20,25
2003-12-28,Middlesbrough,Man United,0,1,A,0,1,A,M Messias,11,10,2,6,11,15,4,2,3,2,0,1,5.0,3.6,1.66,5.0,3.3,1.61,2003/2004,21,43,21,43
2003-12-28,Newcastle,Blackburn,0,1,A,0,0,D,M Halsey,15,11,11,3,6,13,8,8,0,1,0,0,1.61,3.6,5.5,1.61,3.3,5.0,2003/2004,26,18,26,18
2003-12-28,Tottenham,Charlton,0,1,A,0,0,D,P Durkin,18,10,9,8,8,13,11,11,1,0,0,0,2.3,3.25,3.0,2.25,3.2,2.75,2003/2004,18,27,18,27
2003-12-28,Wolves,Leeds,3,1,H,1,1,D,A D'Urso,11,9,4,4,11,14,6,10,1,4,0,1,2.62,3.25,2.6,2.5,3.1,2.5,2003/2004,11,17,11,17
2003-12-29,Southampton,Arsenal,0,1,A,0,1,A,S Dunn,6,17,3,9,14,10,2,3,1,0,0,0,4.5,3.6,1.72,4.5,3.3,1.66,2003/2004,26,42,26,42
2004-01-06,Aston Villa,Portsmouth,2,1,H,1,0,H,J Winter,18,11,13,4,17,14,9,6,0,0,0,0,1.66,3.4,5.5,1.66,3.3,4.5,2003/2004,24,19,24,19
2004-01-07,Bolton,Man United,1,2,A,0,2,A,D Gallagher,15,11,5,7,4,8,10,6,2,0,0,0,6.5,3.5,1.57,5.5,3.4,1.53,2003/2004,23,46,23,46
2004-01-07,Chelsea,Liverpool,0,1,A,0,1,A,S Dunn,9,4,2,1,15,9,8,3,0,2,0,1,1.8,3.4,4.5,1.66,3.3,4.5,2003/2004,42,26,42,26
2004-01-07,Everton,Arsenal,1,1,D,0,1,A,A Wiley,8,9,4,5,13,16,5,4,0,3,0,0,5.5,3.4,1.66,5.5,3.4,1.53,2003/2004,23,45,23,45
2004-01-07,Man City,Charlton,1,1,D,1,0,H,P Walton,18,9,10,4,9,11,2,2,0,0,0,0,2.3,3.25,3.0,2.3,3.2,2.62,2003/2004,21,30,21,30
2004-01-07,Middlesbrough,Fulham,2,1,H,1,0,H,P Durkin,10,9,5,4,14,17,9,1,1,2,0,0,2.2,3.25,3.2,2.2,3.0,3.0,2003/2004,21,28,21,28
2004-01-07,Newcastle,Leeds,1,0,H,1,0,H,P Dowd,13,9,6,5,14,17,5,3,0,1,0,0,1.53,3.6,7.0,1.5,3.4,6.0,2003/2004,26,17,26,17
2004-01-07,Southampton,Leicester,0,0,D,0,0,D,H Webb,14,9,14,8,12,15,4,5,2,1,0,0,1.8,3.4,4.5,1.66,3.3,4.5,2003/2004,26,18,26,18
2004-01-07,Tottenham,Birmingham,4,1,H,3,0,H,B Knight,11,9,7,3,15,6,1,6,0,0,0,0,2.2,3.25,3.2,2.1,3.2,3.0,2003/2004,18,26,18,26
2004-01-07,Wolves,Blackburn,2,2,D,0,1,A,N Barry,10,9,5,5,13,20,2,7,1,1,0,0,2.87,3.25,2.4,2.62,3.1,2.37,2003/2004,14,21,14,21
2004-01-10,Arsenal,Middlesbrough,4,1,H,2,0,H,A D'Urso,20,5,13,4,12,21,7,3,1,1,0,0,1.28,5.0,10.0,1.25,4.5,10.0,2003/2004,46,24,46,24
2004-01-10,Birmingham,Southampton,2,1,H,1,1,D,S Bennett,11,9,6,6,14,23,7,10,0,1,0,1,2.1,3.25,3.4,2.2,3.0,3.0,2003/2004,26,27,26,27
2004-01-10,Blackburn,Bolton,3,4,A,3,2,H,S Dunn,8,16,3,10,15,13,4,7,2,3,0,0,2.1,3.25,3.4,2.0,3.1,3.3,2003/2004,22,23,22,23
2004-01-10,Charlton,Wolves,2,0,H,1,0,H,R Styles,10,7,4,4,6,12,6,5,1,3,0,0,1.57,3.5,6.5,1.5,3.4,6.0,2003/2004,31,15,31,15
2004-01-10,Fulham,Everton,2,1,H,1,0,H,G Poll,14,11,10,5,19,9,5,7,0,0,0,0,2.1,3.25,3.4,1.9,3.2,3.5,2003/2004,28,24,28,24
2004-01-10,Leeds,Tottenham,0,1,A,0,0,D,M Halsey,7,15,1,8,17,13,4,5,0,1,0,0,2.5,3.25,2.7,2.62,3.2,2.3,2003/2004,17,21,17,21
2004-01-10,Liverpool,Aston Villa,1,0,H,1,0,H,G Barber,12,8,4,2,14,15,3,6,3,2,0,0,1.66,3.4,5.5,1.53,3.4,5.5,2003/2004,29,27,29,27
2004-01-10,Portsmouth,Man City,4,2,H,1,2,A,M Messias,11,15,8,6,7,8,2,7,0,2,0,0,2.5,3.25,2.7,2.3,3.2,2.62,2003/2004,19,22,19,22
2004-01-11,Leicester,Chelsea,0,4,A,0,2,A,U Rennie,6,11,3,6,17,7,6,2,0,1,0,0,6.0,3.5,1.61,5.5,3.4,1.53,2003/2004,19,42,19,42
2004-01-11,Man United,Newcastle,0,0,D,0,0,D,P Durkin,12,7,7,3,13,11,2,3,2,0,0,0,1.44,4.0,7.5,1.44,3.6,6.5,2003/2004,49,29,49,29
2004-01-17,Bolton,Portsmouth,1,0,H,0,0,D,P Dowd,13,8,6,3,9,13,2,2,1,1,0,1,1.83,3.25,4.5,1.8,3.3,3.75,2003/2004,26,22,26,22
2004-01-17,Everton,Charlton,0,1,A,0,1,A,M Riley,17,7,7,4,6,14,10,5,4,2,0,0,2.25,3.25,3.1,2.25,3.2,2.75,2003/2004,24,34,24,34
2004-01-17,Man City,Blackburn,1,1,D,0,0,D,M Dean,10,6,7,3,7,13,4,2,2,1,0,0,2.1,3.25,3.4,2.2,3.2,2.8,2003/2004,22,22,22,22
2004-01-17,Middlesbrough,Leicester,3,3,D,1,0,H,B Knight,13,14,7,8,15,12,6,6,2,5,0,0,1.72,3.3,5.0,1.72,3.2,4.33,2003/2004,24,19,24,19
2004-01-17,Southampton,Leeds,2,1,H,2,0,H,A Wiley,18,11,6,6,16,8,1,6,1,1,0,0,1.72,3.3,5.0,1.57,3.5,5.0,2003/2004,27,17,27,17
2004-01-17,Tottenham,Liverpool,2,1,H,1,0,H,U Rennie,7,10,3,4,18,9,5,6,1,1,0,0,2.87,3.25,2.37,2.8,3.1,2.25,2003/2004,24,32,24,32
2004-01-17,Wolves,Man United,1,0,H,0,0,D,A D'Urso,11,15,6,6,13,5,4,12,2,0,0,0,8.5,4.5,1.36,8.0,4.33,1.3,2003/2004,15,50,15,50
2004-01-18,Aston Villa,Arsenal,0,2,A,0,1,A,M Halsey,12,13,5,9,17,21,3,2,4,1,0,0,5.5,3.4,1.66,4.5,3.3,1.66,2003/2004,27,49,27,49
2004-01-18,Chelsea,Birmingham,0,0,D,0,0,D,J Winter,16,2,9,1,13,8,6,2,2,2,0,0,1.3,4.5,12.0,1.3,4.33,8.0,2003/2004,45,29,45,29
2004-01-19,Newcastle,Fulham,3,1,H,2,0,H,N Barry,10,13,9,6,10,8,7,4,0,1,0,0,1.66,3.4,5.5,1.57,3.5,5.0,2003/2004,30,31,30,31
2004-01-21,Wolves,Liverpool,1,1,D,0,1,A,B Knight,9,14,6,10,14,16,7,5,2,1,0,0,4.5,3.4,1.8,4.0,3.1,1.8,2003/2004,18,32,18,32
2004-01-31,Birmingham,Newcastle,1,1,D,0,1,A,R Styles,15,4,5,2,13,11,2,3,1,3,0,0,2.7,3.25,2.5,2.5,3.1,2.5,2003/2004,30,33,30,33
2004-01-31,Charlton,Bolton,1,2,A,1,1,D,A D'Urso,14,14,7,10,9,9,5,6,0,0,0,0,1.8,3.3,4.5,1.72,3.25,4.2,2003/2004,37,29,37,29
2004-01-31,Fulham,Tottenham,2,1,H,1,1,D,M Messias,16,4,10,4,6,12,10,13,1,1,0,0,2.375,3.25,2.875,2.25,3.2,2.75,2003/2004,31,27,31,27
2004-01-31,Leeds,Middlesbrough,0,3,A,0,0,D,G Poll,8,15,4,6,14,6,7,6,1,1,1,0,2.5,3.25,2.7,2.75,3.2,2.25,2003/2004,17,25,17,25
2004-01-31,Leicester,Aston Villa,0,5,A,0,0,D,J Winter,13,14,9,10,12,7,5,9,0,1,0,0,2.5,3.25,2.7,2.3,3.1,2.75,2003/2004,20,27,20,27
2004-01-31,Liverpool,Everton,0,0,D,0,0,D,S Bennett,21,6,9,4,7,11,8,3,0,1,0,0,1.727,3.4,5.0,1.57,3.3,5.5,2003/2004,33,24,33,24
2004-01-31,Man United,Southampton,3,2,H,2,1,H,G Barber,12,17,7,11,9,11,1,10,0,2,0,0,1.25,5.5,10.0,1.22,5.0,9.5,2003/2004,50,30,50,30
2004-01-31,Portsmouth,Wolves,0,0,D,0,0,D,H Webb,17,8,10,4,9,6,6,6,0,1,0,0,1.909,3.25,4.0,1.83,3.3,3.6,2003/2004,22,19,22,19
2004-02-01,Arsenal,Man City,2,1,H,1,0,H,A Wiley,11,9,9,8,13,13,5,4,2,2,0,1,1.25,5.5,10.0,1.25,4.5,10.0,2003/2004,52,23,52,23
2004-02-01,Blackburn,Chelsea,2,3,A,1,2,A,D Gallagher,13,17,7,9,9,14,5,6,2,0,0,0,4.5,3.3,1.8,4.5,3.3,1.66,2003/2004,23,46,23,46
2004-02-07,Aston Villa,Leeds,2,0,H,1,0,H,U Rennie,15,7,7,4,15,16,3,10,2,2,0,0,1.615,3.4,6.0,1.44,3.75,6.0,2003/2004,30,17,30,17
2004-02-07,Bolton,Liverpool,2,2,D,1,0,H,A Wiley,12,11,6,6,15,15,3,5,3,2,0,0,3.1,3.2,2.25,2.87,3.1,2.2,2003/2004,32,34,32,34
2004-02-07,Everton,Man United,3,4,A,0,3,A,N Barry,12,19,8,9,11,14,7,7,1,0,0,0,5.5,3.6,1.615,5.5,3.3,1.57,2003/2004,25,53,25,53
2004-02-07,Middlesbrough,Blackburn,0,1,A,0,1,A,R Styles,15,6,7,2,6,12,8,3,0,1,0,0,1.909,3.25,4.0,2.0,3.2,3.2,2003/2004,28,23,28,23
2004-02-07,Newcastle,Leicester,3,1,H,2,0,H,S Dunn,15,7,9,3,17,11,9,1,1,2,0,0,1.4,4.333,7.5,1.4,3.6,7.5,2003/2004,34,20,34,20
2004-02-07,Southampton,Fulham,0,0,D,0,0,D,A D'Urso,11,11,6,8,12,18,17,3,1,2,0,0,2.1,3.25,3.4,2.0,3.2,3.2,2003/2004,30,34,30,34
2004-02-07,Tottenham,Portsmouth,4,3,H,2,1,H,P Walton,15,16,13,9,16,13,6,5,1,0,0,0,1.667,3.4,5.5,1.57,3.5,5.0,2003/2004,27,23,27,23
2004-02-07,Wolves,Arsenal,1,3,A,1,1,D,P Dowd,12,10,5,7,18,18,6,4,2,1,0,0,9.0,4.0,1.4,8.0,4.0,1.33,2003/2004,20,55,20,55
2004-02-08,Chelsea,Charlton,1,0,H,1,0,H,S Bennett,16,5,6,0,9,17,4,3,2,0,0,0,1.364,4.333,9.0,1.4,3.6,7.5,2003/2004,49,37,49,37
2004-02-08,Man City,Birmingham,0,0,D,0,0,D,P Durkin,21,7,12,2,11,10,11,5,0,1,0,0,2.0,3.4,3.5,2.1,3.2,3.0,2003/2004,23,31,23,31
2004-02-10,Arsenal,Southampton,2,0,H,1,0,H,N Barry,11,10,6,6,13,12,5,9,2,3,0,0,1.25,5.0,13.0,1.22,5.0,9.5,2003/2004,58,31,58,31
2004-02-10,Leeds,Wolves,4,1,H,2,1,H,M Dean,20,11,8,5,15,14,4,3,1,2,0,0,2.1,3.25,3.4,2.1,3.2,3.0,2003/2004,17,20,17,20
2004-02-10,Leicester,Bolton,1,1,D,1,1,D,U Rennie,15,9,15,9,16,13,8,7,1,2,0,0,2.7,3.25,2.5,2.62,3.1,2.37,2003/2004,20,33,20,33
2004-02-11,Birmingham,Everton,3,0,H,2,0,H,M Halsey,15,5,11,3,10,14,8,11,1,0,0,0,2.1,3.25,3.4,1.9,3.2,3.5,2003/2004,32,25,32,25
2004-02-11,Blackburn,Newcastle,1,1,D,0,0,D,M Messias,17,14,7,7,12,10,8,6,0,0,0,0,2.87,3.25,2.37,2.62,3.1,2.37,2003/2004,26,37,26,37
2004-02-11,Charlton,Tottenham,2,4,A,0,2,A,G Barber,18,12,14,10,13,14,10,4,3,0,0,0,2.1,3.25,3.4,2.1,3.2,3.0,2003/2004,37,30,37,30
2004-02-11,Fulham,Aston Villa,1,2,A,1,2,A,B Knight,13,10,6,3,16,17,6,5,2,1,1,0,2.2,3.25,3.2,2.0,3.2,3.2,2003/2004,35,33,35,33
2004-02-11,Liverpool,Man City,2,1,H,1,0,H,M Riley,12,6,7,3,7,8,6,3,0,0,0,0,1.61,3.6,5.5,1.66,3.3,4.5,2003/2004,35,24,35,24
2004-02-11,Man United,Middlesbrough,2,3,A,1,2,A,P Durkin,23,12,13,8,13,17,10,5,1,1,0,0,1.25,5.5,11.0,1.22,5.0,9.5,2003/2004,56,28,56,28
2004-02-11,Portsmouth,Chelsea,0,2,A,0,1,A,G Poll,11,10,5,4,8,13,9,10,1,2,0,0,5.5,3.6,1.61,5.5,3.4,1.53,2003/2004,23,52,23,52
2004-02-21,Bolton,Man City,1,3,A,1,2,A,S Dunn,16,17,11,13,9,10,12,11,0,2,0,0,2.2,3.25,3.2,2.0,3.2,3.2,2003/2004,34,24,34,24
2004-02-21,Charlton,Blackburn,3,2,H,2,0,H,U Rennie,11,18,7,12,7,6,8,12,0,0,0,0,2.2,3.25,3.2,2.2,3.2,2.8,2003/2004,37,27,37,27
2004-02-21,Chelsea,Arsenal,1,2,A,1,2,A,M Riley,10,9,4,7,16,18,11,5,4,2,1,0,2.625,3.2,2.6,2.62,2.9,2.5,2003/2004,55,61,55,61
2004-02-21,Man United,Leeds,1,1,D,0,0,D,M Halsey,24,7,7,3,12,17,12,7,1,2,0,0,1.222,5.5,13.0,1.2,5.0,11.0,2003/2004,56,20,56,20
2004-02-21,Newcastle,Middlesbrough,2,1,H,0,1,A,G Poll,16,8,9,4,20,21,7,3,0,3,0,0,1.727,3.4,5.0,1.72,3.2,4.33,2003/2004,38,31,38,31
2004-02-21,Southampton,Everton,3,3,D,0,2,A,P Dowd,9,12,5,6,14,19,6,5,1,0,0,0,2.0,3.2,3.75,1.83,3.2,3.75,2003/2004,31,25,31,25
2004-02-21,Wolves,Fulham,2,1,H,1,0,H,H Webb,12,9,10,5,13,16,8,6,1,0,0,0,2.6,3.2,2.625,2.37,3.1,2.62,2003/2004,20,35,20,35
2004-02-22,Aston Villa,Birmingham,2,2,D,1,0,H,J Winter,11,13,8,9,15,14,7,5,0,1,0,0,2.1,3.1,3.6,2.0,3.0,3.4,2003/2004,36,35,36,35
2004-02-22,Tottenham,Leicester,4,4,D,3,1,H,N Barry,10,14,9,7,9,14,4,3,0,2,0,1,1.571,3.5,6.5,1.57,3.3,5.5,2003/2004,33,21,33,21
2004-02-28,Arsenal,Charlton,2,1,H,2,0,H,G Barber,21,6,11,3,8,10,12,3,0,0,0,0,1.286,5.0,10.0,1.2,5.0,11.0,2003/2004,64,40,64,40
2004-02-28,Blackburn,Southampton,1,1,D,0,1,A,M Dean,16,10,7,6,10,8,6,9,1,1,0,0,2.1,3.25,3.4,2.1,3.2,3.0,2003/2004,27,32,27,32
2004-02-28,Everton,Aston Villa,2,0,H,0,0,D,M Messias,15,12,7,8,13,18,5,11,4,2,0,0,2.375,3.25,2.875,2.25,3.2,2.75,2003/2004,26,37,26,37
2004-02-28,Fulham,Man United,1,1,D,0,1,A,A Wiley,7,13,3,7,13,19,4,3,1,3,0,0,5.0,3.6,1.667,5.0,3.5,1.57,2003/2004,35,57,35,57
2004-02-28,Leicester,Wolves,0,0,D,0,0,D,J Winter,10,6,6,3,7,9,6,3,0,1,0,0,2.2,3.25,3.2,2.0,3.1,3.3,2003/2004,22,23,22,23
2004-02-28,Man City,Chelsea,0,1,A,0,0,D,R Styles,14,9,4,4,8,11,7,1,0,1,0,0,4.333,3.3,1.833,4.2,3.25,1.72,2003/2004,27,55,27,55
2004-02-29,Leeds,Liverpool,2,2,D,2,2,D,P Durkin,12,22,6,13,13,11,6,8,0,1,0,0,3.2,3.25,2.2,3.5,3.2,1.9,2003/2004,21,38,21,38
2004-02-29,Portsmouth,Newcastle,1,1,D,0,1,A,A D'Urso,18,5,8,2,9,9,8,6,2,2,0,0,3.2,3.25,2.2,2.8,3.2,2.2,2003/2004,23,41,23,41
2004-03-03,Birmingham,Middlesbrough,3,1,H,1,0,H,R Styles,9,8,5,6,13,20,4,5,3,4,0,1,2.1,3.25,3.4,2.1,3.1,3.1,2003/2004,36,31,36,31
2004-03-06,Birmingham,Bolton,2,0,H,1,0,H,A D'Urso,10,10,6,2,10,15,3,5,1,1,0,0,2.1,3.25,3.2,2.0,3.2,3.2,2003/2004,39,34,39,34
2004-03-09,Middlesbrough,Tottenham,1,0,H,0,0,D,A D'Urso,10,10,6,2,10,15,3,5,1,1,0,0,2.2,3.25,2.8,2.2,3.25,2.75,2003/2004,31,34,31,34
2004-03-13,Birmingham,Leicester,0,1,A,0,0,D,M Messias,6,4,4,2,12,26,8,6,1,2,0,0,1.571,3.5,6.5,1.53,3.4,5.5,2003/2004,42,23,42,23
2004-03-13,Blackburn,Arsenal,0,2,A,0,0,D,A Wiley,10,14,5,5,12,11,8,3,1,1,0,0,6.5,3.75,1.533,6.0,3.4,1.5,2003/2004,28,67,28,67
2004-03-13,Bolton,Chelsea,0,2,A,0,0,D,G Poll,20,12,11,8,8,13,8,6,1,0,0,0,4.5,3.6,1.727,4.5,3.3,1.66,2003/2004,34,58,34,58
2004-03-13,Charlton,Middlesbrough,1,0,H,1,0,H,M Dean,14,15,7,9,13,9,4,7,0,0,0,0,2.2,3.25,3.2,2.1,3.2,3.0,2003/2004,40,34,40,34
2004-03-13,Everton,Portsmouth,1,0,H,0,0,D,N Barry,13,5,6,3,10,12,6,4,0,2,0,0,1.727,3.4,5.0,1.72,3.2,4.33,2003/2004,29,24,29,24
2004-03-13,Fulham,Leeds,2,0,H,0,0,D,S Dunn,19,9,10,6,14,13,4,7,4,3,0,0,1.833,3.3,4.333,1.72,3.4,4.0,2003/2004,36,22,36,22
2004-03-14,Man City,Man United,4,1,H,2,1,H,S Bennett,17,17,11,9,18,14,7,4,1,2,0,0,4.0,3.25,1.909,4.0,3.4,1.72,2003/2004,27,58,27,58
2004-03-14,Southampton,Liverpool,2,0,H,0,0,D,D Gallagher,7,18,3,12,20,8,1,7,3,1,0,0,2.875,3.25,2.375,2.75,3.2,2.25,2003/2004,33,39,33,39
2004-03-14,Tottenham,Newcastle,1,0,H,0,0,D,H Webb,11,6,4,4,13,13,3,12,0,0,0,0,2.5,3.25,2.7,2.4,3.1,2.6,2003/2004,34,42,34,42
2004-03-14,Wolves,Aston Villa,0,4,A,0,3,A,P Durkin,9,15,1,7,10,14,8,13,1,2,0,0,2.7,3.25,2.5,2.4,3.1,2.6,2003/2004,24,37,24,37
2004-03-17,Liverpool,Portsmouth,3,0,H,2,0,H,B Knight,20,4,13,4,9,20,10,8,0,1,0,0,1.44,4.0,7.5,1.44,3.5,7.0,2003/2004,39,24,39,24
2004-03-20,Arsenal,Bolton,2,1,H,2,1,H,G Barber,11,8,8,2,12,14,6,1,1,2,0,0,1.222,5.5,13.0,1.22,5.0,9.5,2003/2004,70,34,70,34
2004-03-20,Aston Villa,Blackburn,0,2,A,0,2,A,A D'Urso,10,16,7,7,11,14,4,6,0,2,0,0,1.8,3.4,4.5,1.8,3.3,3.75,2003/2004,40,28,40,28
