Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,WHH,WHD,WHA,Season,current_points_H,current_points_A,total_points_H,total_points_A
2009-11-07,Tottenham,Sunderland,2,0,H,1,0,H,K Friend,10,14,8,6,10,19,4,4,1,2,0,0,1.57,3.75,6.5,1.53,3.8,6.5,2009/2010,19,17,338,107
2009-11-07,Wolves,Arsenal,1,4,A,0,3,A,St Bennett,8,11,6,6,9,15,4,4,2,3,0,0,9.0,4.75,1.36,8.0,4.8,1.36,2009/2010,10,22,43,485
2009-11-08,Chelsea,Man United,1,0,H,0,0,D,Mn Atkinson,12,21,9,10,13,15,0,7,3,3,0,0,2.0,3.25,4.0,2.05,3.25,3.75,2009/2010,27,25,543,526
2009-11-08,Hull,Stoke,2,1,H,0,1,A,M Dean,16,7,8,4,12,14,4,2,1,4,0,1,2.75,3.3,2.6,2.8,3.3,2.5,2009/2010,8,16,43,61
2009-11-08,West Ham,Everton,1,2,A,0,1,A,A Wiley,16,9,7,6,12,18,5,4,0,5,0,0,2.4,3.3,3.0,2.4,3.3,2.9,2009/2010,10,12,206,348
2009-11-08,Wigan,Fulham,1,1,D,1,1,D,P Dowd,19,7,12,3,15,16,10,6,2,1,0,0,2.25,3.2,3.4,2.37,3.25,3.0,2009/2010,13,14,187,286
2009-11-09,Liverpool,Birmingham,2,2,D,1,2,A,P Walton,27,5,14,2,7,9,11,1,1,2,0,0,1.36,4.5,10.0,1.33,4.5,10.5,2009/2010,18,11,448,175
2009-11-21,Birmingham,Fulham,1,0,H,1,0,H,C Foy,3,12,2,5,7,9,0,7,1,0,0,0,2.5,3.2,2.9,2.5,3.2,2.87,2009/2010,12,15,176,287
2009-11-21,Burnley,Aston Villa,1,1,D,1,0,H,H Webb,11,10,6,6,6,12,6,8,0,3,0,0,3.4,3.3,2.2,3.3,3.2,2.25,2009/2010,16,21,16,338
2009-11-21,Chelsea,Wolves,4,0,H,3,0,H,L Mason,23,4,14,3,4,14,5,6,0,2,0,0,1.17,7.0,19.0,1.17,6.5,19.0,2009/2010,30,10,546,43
2009-11-21,Hull,West Ham,3,3,D,3,2,H,M Clattenburg,12,16,8,10,9,17,5,3,0,4,1,0,2.88,3.25,2.5,2.8,3.1,2.6,2009/2010,11,10,46,206
2009-11-21,Liverpool,Man City,2,2,D,0,0,D,P Dowd,10,9,6,6,9,13,7,3,2,0,0,0,1.91,3.4,4.2,1.95,3.3,4.0,2009/2010,19,20,449,303
2009-11-21,Man United,Everton,3,0,H,1,0,H,S Bennett,18,11,11,5,4,6,13,4,2,2,0,0,1.4,4.5,9.0,1.4,4.2,9.0,2009/2010,25,15,526,351
2009-11-21,Sunderland,Arsenal,1,0,H,0,0,D,A Wiley,5,9,1,3,10,10,2,6,2,1,0,0,6.0,3.75,1.62,6.0,3.4,1.67,2009/2010,17,25,107,488
2009-11-22,Bolton,Blackburn,0,2,A,0,1,A,M Dean,15,15,8,11,13,12,7,7,3,1,0,0,2.25,3.2,3.4,2.3,3.2,3.2,2009/2010,11,13,312,313
2009-11-22,Stoke,Portsmouth,1,0,H,0,0,D,K Friend,9,14,3,7,15,13,4,4,1,2,0,0,2.1,3.4,3.5,2.15,3.2,3.5,2009/2010,16,7,61,281
2009-11-22,Tottenham,Wigan,9,1,H,1,0,H,P Walton,28,11,16,5,9,11,10,5,1,0,0,0,1.44,4.33,8.0,1.44,4.0,8.0,2009/2010,22,14,341,188
2009-11-25,Fulham,Blackburn,3,0,H,1,0,H,S Attwell,8,7,4,3,7,13,3,3,0,0,0,0,2.1,3.3,3.6,2.1,3.25,3.6,2009/2010,15,16,287,316
2009-11-25,Hull,Everton,3,2,H,3,0,H,M Atkinson,8,5,7,3,18,23,3,4,1,4,0,0,3.5,3.3,2.15,3.6,3.25,2.1,2009/2010,12,15,47,351
2009-11-28,Aston Villa,Tottenham,1,1,D,1,0,H,P Dowd,12,23,4,17,10,8,7,9,0,1,0,0,2.5,3.25,2.88,2.5,3.3,2.8,2009/2010,22,25,339,344
2009-11-28,Blackburn,Stoke,0,0,D,0,0,D,H Webb,11,7,4,4,12,11,9,2,1,2,0,0,1.91,3.4,4.2,1.91,3.3,4.2,2009/2010,16,19,316,64
2009-11-28,Fulham,Bolton,1,1,D,0,1,A,S Bennett,12,4,7,2,7,21,8,5,1,6,0,0,1.91,3.5,4.2,1.91,3.4,4.0,2009/2010,18,11,290,312
2009-11-28,Man City,Hull,1,1,D,1,0,H,L Probert,17,8,7,3,14,12,8,2,1,3,0,0,1.29,5.5,11.0,1.25,5.5,12.0,2009/2010,21,15,304,50
2009-11-28,Portsmouth,Man United,1,4,A,1,1,D,M Dean,20,12,12,8,16,10,4,8,4,3,0,0,10.0,4.5,1.36,9.0,4.6,1.36,2009/2010,7,28,281,529
2009-11-28,West Ham,Burnley,5,3,H,3,0,H,C Foy,9,16,5,10,10,15,1,7,2,1,0,1,1.8,3.6,4.5,1.8,3.5,4.5,2009/2010,11,17,207,17
2009-11-28,Wigan,Sunderland,1,0,H,0,0,D,Mn Atkinson,16,9,10,4,12,14,5,8,0,3,0,0,2.4,3.4,2.9,2.4,3.3,2.9,2009/2010,14,20,188,110
2009-11-29,Arsenal,Chelsea,0,3,A,0,2,A,A Marriner,5,7,3,5,17,12,4,3,2,2,0,0,2.7,3.2,2.7,2.62,3.2,2.7,2009/2010,25,33,488,549
2009-11-29,Everton,Liverpool,0,2,A,0,1,A,A Wiley,12,9,8,7,15,12,6,4,1,0,0,0,3.5,3.4,2.1,3.6,3.25,2.1,2009/2010,15,20,351,450
2009-11-29,Wolves,Birmingham,0,1,A,0,1,A,M Clattenburg,8,13,2,7,14,8,6,5,2,1,0,0,2.4,3.2,3.1,2.3,3.2,3.2,2009/2010,10,15,43,179
2009-12-05,Arsenal,Stoke,2,0,H,1,0,H,M Clattenburg,12,5,8,4,3,7,10,2,0,0,0,0,1.29,5.0,13.0,1.25,5.5,12.0,2009/2010,25,20,488,65
2009-12-05,Aston Villa,Hull,3,0,H,2,0,H,S Attwell,13,5,6,1,15,15,9,3,4,3,0,0,1.44,4.33,7.5,1.44,4.2,7.5,2009/2010,23,16,340,51
2009-12-05,Blackburn,Liverpool,0,0,D,0,0,D,M Atkinson,9,15,3,11,15,9,1,8,1,0,0,0,5.25,3.8,1.67,5.0,3.5,1.73,2009/2010,17,23,317,453
2009-12-05,Man City,Chelsea,2,1,H,1,1,D,H Webb,13,10,8,6,12,17,9,6,1,6,0,0,4.2,3.4,1.91,4.33,3.5,1.83,2009/2010,22,36,305,552
2009-12-05,Portsmouth,Burnley,2,0,H,0,0,D,P Dowd,9,14,4,8,16,14,5,5,4,2,0,0,1.91,3.4,4.2,1.83,3.4,4.5,2009/2010,7,17,281,17
2009-12-05,West Ham,Man United,0,4,A,0,1,A,P Walton,11,18,7,11,8,16,2,8,0,1,0,0,8.0,4.2,1.44,7.5,4.2,1.44,2009/2010,14,31,210,532
2009-12-05,Wigan,Birmingham,2,3,A,1,0,H,L Probert,18,10,7,9,14,8,2,2,2,0,0,0,2.1,3.3,3.6,2.05,3.25,3.6,2009/2010,17,18,191,182
2009-12-05,Wolves,Bolton,2,1,H,1,0,H,C Foy,12,17,11,10,9,16,11,10,2,1,0,0,2.38,3.25,3.1,2.3,3.2,3.2,2009/2010,10,12,43,313
2009-12-06,Everton,Tottenham,2,2,D,0,0,D,A Marriner,15,19,6,11,11,18,1,6,4,4,0,0,2.88,3.25,2.5,2.8,3.3,2.5,2009/2010,15,26,351,345
2009-12-06,Fulham,Sunderland,1,0,H,1,0,H,M Dean,16,8,5,5,9,12,4,8,1,2,0,0,2.1,3.3,3.6,2.1,3.3,3.5,2009/2010,19,20,291,110
2009-12-12,Birmingham,West Ham,1,0,H,0,0,D,L Mason,16,14,9,7,12,13,11,7,3,4,0,1,2.1,3.3,3.6,2.15,3.3,3.4,2009/2010,21,14,185,210
2009-12-12,Bolton,Man City,3,3,D,2,2,D,M Clattenburg,12,14,8,6,11,9,5,9,3,3,0,1,4.5,3.6,1.8,4.5,3.5,1.8,2009/2010,12,25,313,308
2009-12-12,Burnley,Fulham,1,1,D,0,0,D,M Jones,10,12,8,6,12,8,7,4,0,2,0,0,2.63,3.25,2.75,2.62,3.3,2.62,2009/2010,17,22,17,294
2009-12-12,Chelsea,Everton,3,3,D,2,2,D,P Dowd,25,10,13,7,13,17,7,1,0,1,0,0,1.25,5.5,15.0,1.22,5.5,15.0,2009/2010,36,16,552,352
2009-12-12,Hull,Blackburn,0,0,D,0,0,D,C Foy,9,14,7,9,14,19,3,4,1,2,0,0,2.8,3.25,2.6,2.8,3.3,2.5,2009/2010,16,18,51,318
2009-12-12,Man United,Aston Villa,0,1,A,0,1,A,M Atkinson,16,8,9,5,4,14,9,4,1,1,0,0,1.5,4.2,7.0,1.5,4.0,7.0,2009/2010,34,26,535,343
2009-12-12,Stoke,Wigan,2,2,D,1,1,D,M Dean,14,11,5,8,19,8,5,3,5,1,0,0,2.1,3.3,3.6,2.1,3.3,3.5,2009/2010,20,17,65,191
2009-12-12,Sunderland,Portsmouth,1,1,D,1,0,H,S Bennett,16,9,9,6,12,14,9,6,4,3,0,1,1.8,3.5,4.75,1.8,3.5,4.5,2009/2010,20,10,110,284
2009-12-12,Tottenham,Wolves,0,1,A,0,1,A,S Attwell,18,3,10,3,8,13,1,5,0,5,0,0,1.25,5.75,13.0,1.25,5.5,12.0,2009/2010,27,13,346,46
2009-12-13,Liverpool,Arsenal,1,2,A,1,0,H,H Webb,6,7,3,5,19,16,3,4,3,3,0,0,2.2,3.3,3.4,2.15,3.25,3.4,2009/2010,24,28,454,491
2009-12-15,Birmingham,Blackburn,2,1,H,1,0,H,M Jones,13,8,6,4,8,16,6,7,2,2,0,0,2.2,3.25,3.4,2.25,3.1,3.4,2009/2010,24,19,188,319
2009-12-15,Bolton,West Ham,3,1,H,0,0,D,A Marriner,23,9,12,6,10,7,8,4,4,1,0,0,2.25,3.3,3.25,2.25,3.2,3.25,2009/2010,13,14,314,210
2009-12-15,Man United,Wolves,3,0,H,2,0,H,S Bennett,12,4,9,1,11,11,8,3,1,1,0,0,1.17,7.0,19.0,1.2,6.0,15.0,2009/2010,34,16,535,49
2009-12-15,Sunderland,Aston Villa,0,2,A,0,1,A,K Friend,15,11,5,4,16,14,7,1,2,2,1,0,2.88,3.3,2.5,3.0,3.2,2.4,2009/2010,21,29,111,346
2009-12-16,Burnley,Arsenal,1,1,D,1,1,D,M Dean,8,17,3,9,11,11,3,6,2,0,0,0,7.0,4.2,1.5,7.0,4.0,1.5,2009/2010,18,31,18,494
2009-12-16,Chelsea,Portsmouth,2,1,H,1,0,H,M Clattenburg,21,7,8,3,11,11,11,2,0,0,0,0,1.14,8.0,19.0,1.14,7.5,17.0,2009/2010,37,11,553,285
2009-12-16,Liverpool,Wigan,2,1,H,1,0,H,P Dowd,12,8,7,5,12,11,13,0,1,1,0,0,1.33,4.75,11.0,1.33,4.5,11.0,2009/2010,24,18,454,192
2009-12-16,Tottenham,Man City,3,0,H,1,0,H,A Wiley,19,9,7,5,10,8,5,6,2,3,0,0,2.25,3.3,3.25,2.25,3.4,3.1,2009/2010,27,26,346,309
2009-12-19,Arsenal,Hull,3,0,H,1,0,H,S Bennett,18,6,9,2,9,14,8,0,1,5,0,0,1.22,6.0,15.0,1.2,6.0,15.0,2009/2010,32,17,495,52
2009-12-19,Aston Villa,Stoke,1,0,H,0,0,D,L Probert,17,13,8,5,9,12,3,4,0,1,0,0,1.4,4.33,9.0,1.4,4.2,9.0,2009/2010,32,21,349,66
2009-12-19,Blackburn,Tottenham,0,2,A,0,1,A,P Walton,13,7,9,2,7,6,5,0,0,1,0,0,3.3,3.4,2.2,3.2,3.3,2.15,2009/2010,19,30,319,349
2009-12-19,Fulham,Man United,3,0,H,1,0,H,H Webb,10,16,7,4,10,9,5,2,0,1,0,0,6.5,4.0,1.57,6.5,4.0,1.53,2009/2010,23,37,295,538
2009-12-19,Man City,Sunderland,4,3,H,3,2,H,A Marriner,11,7,5,5,13,8,6,4,2,2,0,1,1.53,4.0,7.0,1.44,4.2,7.5,2009/2010,26,21,309,111
2009-12-19,Portsmouth,Liverpool,2,0,H,1,0,H,L Mason,14,7,6,3,7,12,8,10,3,3,0,1,5.5,4.0,1.62,6.0,3.8,1.57,2009/2010,11,27,285,457
2009-12-20,Everton,Birmingham,1,1,D,1,1,D,S Attwell,19,2,7,1,8,9,6,4,0,3,0,0,1.83,3.5,4.5,1.8,3.4,4.6,2009/2010,17,27,353,191
2009-12-20,West Ham,Chelsea,1,1,D,1,0,H,M Dean,6,20,5,6,17,16,5,5,4,3,0,0,8.5,4.5,1.4,8.5,4.6,1.36,2009/2010,14,40,210,556
2009-12-20,Wolves,Burnley,2,0,H,1,0,H,M Atkinson,12,10,12,6,17,9,5,5,2,1,0,0,2.1,3.3,3.6,2.0,3.4,3.75,2009/2010,16,19,49,19
2009-12-26,Birmingham,Chelsea,0,0,D,0,0,D,P Walton,11,27,4,12,6,17,7,11,1,2,0,1,6.5,3.8,1.57,6.5,3.6,1.44,2009/2010,28,41,192,557
2009-12-26,Burnley,Bolton,1,1,D,0,1,A,C Foy,15,11,7,5,11,12,8,2,0,0,0,0,2.38,3.3,3.0,2.15,3.25,2.87,2009/2010,19,16,19,317
2009-12-26,Fulham,Tottenham,0,0,D,0,0,D,S Bennett,15,6,6,1,19,12,4,2,1,0,0,0,2.8,3.4,2.5,2.75,3.2,2.25,2009/2010,26,33,298,352
2009-12-26,Liverpool,Wolves,2,0,H,0,0,D,A Marriner,14,6,10,2,9,10,7,1,0,1,0,1,1.29,5.5,11.0,1.25,4.5,10.0,2009/2010,27,19,457,52
2009-12-26,Man City,Stoke,2,0,H,2,0,H,L Mason,12,7,6,3,13,10,7,6,0,2,0,0,1.44,4.33,7.5,1.4,4.0,6.5,2009/2010,29,21,312,66
2009-12-26,Sunderland,Everton,1,1,D,1,0,H,M Atkinson,10,12,6,4,17,16,4,12,1,3,0,0,2.38,3.3,3.0,2.2,3.25,2.75,2009/2010,21,18,111,354
2009-12-26,West Ham,Portsmouth,2,0,H,1,0,H,L Probert,13,11,5,7,10,19,6,4,0,3,0,0,2.1,3.3,3.6,2.0,3.2,3.2,2009/2010,15,14,211,288
2009-12-26,Wigan,Blackburn,1,1,D,0,1,A,M Clattenburg,14,8,8,3,10,18,6,2,1,4,0,0,2.3,3.25,3.2,2.15,3.25,2.87,2009/2010,18,19,192,319
2009-12-27,Arsenal,Aston Villa,3,0,H,0,0,D,P Dowd,19,7,12,3,14,18,10,4,1,3,0,0,1.73,3.5,5.0,1.57,3.5,5.0,2009/2010,35,35,498,352
2009-12-27,Hull,Man United,1,3,A,0,1,A,A Wiley,12,19,6,11,13,17,5,6,0,2,0,0,8.0,4.2,1.4,7.5,4.2,1.33,2009/2010,17,37,52,538
2009-12-28,Blackburn,Sunderland,2,2,D,0,0,D,M Dean,21,13,11,8,6,20,4,4,1,4,0,0,2.1,3.3,3.6,2.1,3.3,2.87,2009/2010,20,22,320,112
2009-12-28,Chelsea,Fulham,2,1,H,0,1,A,A Marriner,18,3,11,3,9,13,10,6,1,1,0,0,1.36,4.5,10.0,1.25,4.8,8.5,2009/2010,42,27,558,299
2009-12-28,Everton,Burnley,2,0,H,0,0,D,H Webb,24,12,16,9,7,18,10,6,1,5,0,1,1.57,3.8,6.5,1.53,3.5,5.5,2009/2010,19,20,355,20
2009-12-28,Stoke,Birmingham,0,1,A,0,0,D,M Atkinson,12,9,6,5,15,13,10,7,2,3,0,0,2.4,3.25,3.0,2.2,3.25,2.75,2009/2010,21,29,66,193
2009-12-28,Tottenham,West Ham,2,0,H,1,0,H,C Foy,21,3,9,2,9,14,9,3,2,3,0,0,1.44,4.2,8.0,1.36,4.0,7.0,2009/2010,34,18,353,214
2009-12-28,Wolves,Man City,0,3,A,0,1,A,M Jones,11,12,6,5,16,11,8,3,3,2,0,0,4.5,3.6,1.8,4.2,3.5,1.67,2009/2010,19,32,52,315
2009-12-29,Aston Villa,Liverpool,0,1,A,0,0,D,L Probert,11,12,7,9,13,11,8,10,1,1,0,0,2.8,3.25,2.6,2.7,3.2,2.62,2009/2010,35,30,352,460
2009-12-29,Bolton,Hull,2,2,D,1,0,H,P Dowd,16,12,6,7,14,18,8,8,1,2,0,0,1.8,3.6,4.75,1.8,3.3,3.75,2009/2010,17,17,318,52
2009-12-30,Man United,Wigan,5,0,H,3,0,H,L Mason,23,11,16,6,6,11,7,3,0,1,0,0,1.2,6.5,15.0,1.22,5.5,15.0,2009/2010,40,19,541,193
2009-12-30,Portsmouth,Arsenal,1,4,A,0,2,A,A Wiley,10,14,6,10,14,3,2,10,2,0,0,0,6.5,4.0,1.53,6.0,3.75,1.44,2009/2010,14,38,288,501
2010-01-05,Stoke,Fulham,3,2,H,3,0,H,M Clattenburg,11,14,9,7,13,7,8,10,1,0,0,0,2.63,3.25,2.75,2.7,3.1,2.7,2009/2010,21,27,66,299
2010-01-09,Arsenal,Everton,2,2,D,1,1,D,P Walton,6,9,5,5,10,11,6,8,1,1,0,0,1.4,4.5,8.5,1.4,4.5,8.0,2009/2010,41,22,504,358
2010-01-09,Birmingham,Man United,1,1,D,1,0,H,M Clattenburg,6,14,5,10,10,13,2,12,2,1,0,1,6.5,3.6,1.62,6.0,3.8,1.57,2009/2010,32,43,196,544
2010-01-11,Man City,Blackburn,4,1,H,2,0,H,C Foy,12,8,6,3,6,10,4,3,1,1,0,0,1.44,4.33,8.0,1.4,4.5,8.0,2009/2010,35,21,318,321
2010-01-16,Chelsea,Sunderland,7,2,H,4,0,H,C Foy,23,7,13,3,4,10,15,1,0,1,0,0,1.22,6.0,15.0,1.22,6.0,12.0,2009/2010,45,23,561,113
2010-01-16,Everton,Man City,2,0,H,2,0,H,A Marriner,13,8,6,4,14,14,11,3,0,0,0,0,2.88,3.25,2.5,2.8,3.3,2.5,2009/2010,23,38,359,321
2010-01-16,Man United,Burnley,3,0,H,0,0,D,L Probert,24,11,11,5,12,7,7,1,0,0,0,0,1.17,7.0,17.0,1.17,7.0,17.0,2009/2010,44,20,545,20
2010-01-16,Stoke,Liverpool,1,1,D,0,0,D,L Mason,6,4,5,3,14,10,10,0,1,2,0,0,3.5,3.2,2.2,3.9,3.25,2.0,2009/2010,24,33,69,463
2010-01-16,Tottenham,Hull,0,0,D,0,0,D,M Atkinson,25,8,18,2,14,11,14,1,4,2,0,0,1.25,6.0,11.0,1.22,6.0,12.0,2009/2010,37,18,356,53
2010-01-16,Wolves,Wigan,0,2,A,0,0,D,H Webb,9,20,4,14,14,16,4,3,4,3,1,1,2.3,3.25,3.2,2.3,3.25,3.1,2009/2010,19,19,52,193
2010-01-17,Aston Villa,West Ham,0,0,D,0,0,D,M Jones,17,8,10,3,7,12,16,4,1,3,0,0,1.53,3.8,7.0,1.53,3.75,7.0,2009/2010,35,18,352,214
2010-01-17,Blackburn,Fulham,2,0,H,1,0,H,K Friend,11,14,7,9,14,9,3,6,1,3,0,0,2.4,3.25,3.0,2.37,3.25,3.0,2009/2010,21,27,321,299
2010-01-17,Bolton,Arsenal,0,2,A,0,1,A,P Dowd,12,14,6,9,13,5,2,4,1,2,0,0,6.5,4.0,1.53,6.0,4.0,1.53,2009/2010,18,42,319,505
2010-01-20,Arsenal,Bolton,4,2,H,1,2,A,A Wiley,20,7,14,4,16,17,9,3,1,2,0,0,1.22,5.5,17.0,1.2,6.0,17.0,2009/2010,45,18,508,319
2010-01-20,Liverpool,Tottenham,2,0,H,1,0,H,H Webb,13,7,5,5,11,17,2,3,2,3,0,0,2.4,3.25,3.0,2.4,3.3,2.9,2009/2010,34,38,464,357
2010-01-23,Man United,Hull,4,0,H,1,0,H,S Bennett,25,8,15,4,6,10,12,8,1,1,0,0,1.14,6.5,15.0,1.14,6.0,12.0,2009/2010,47,19,548,54
2010-01-26,Bolton,Burnley,1,0,H,1,0,H,M Atkinson,14,10,6,5,12,11,4,7,3,2,0,0,1.8,3.6,4.5,1.73,3.25,4.2,2009/2010,18,20,319,20
2010-01-26,Portsmouth,West Ham,1,1,D,0,0,D,A Marriner,14,12,8,4,16,9,6,4,3,1,0,0,2.5,3.25,2.88,2.37,3.1,2.62,2009/2010,14,19,288,215
2010-01-26,Tottenham,Fulham,2,0,H,1,0,H,M Dean,13,9,7,6,11,16,11,3,1,1,0,0,1.57,3.75,6.5,1.5,3.4,6.0,2009/2010,38,27,357,299
2010-01-26,Wolves,Liverpool,0,0,D,0,0,D,P Walton,6,6,4,3,10,11,0,7,0,1,0,0,5.5,3.6,1.67,4.2,3.4,1.7,2009/2010,19,37,52,467
2010-01-27,Aston Villa,Arsenal,0,0,D,0,0,D,L Probert,8,12,2,8,16,15,7,7,2,2,0,0,3.2,3.25,2.3,3.0,3.2,2.1,2009/2010,36,48,353,511
2010-01-27,Blackburn,Wigan,2,1,H,1,0,H,L Mason,13,13,7,8,20,13,5,6,3,1,0,0,1.95,3.4,4.0,1.91,3.2,3.5,2009/2010,24,22,324,196
2010-01-27,Chelsea,Birmingham,3,0,H,2,0,H,S Bennett,25,5,17,3,11,8,8,3,0,0,0,0,1.22,6.0,15.0,1.22,4.8,10.0,2009/2010,48,33,564,197
2010-01-27,Everton,Sunderland,2,0,H,2,0,H,P Dowd,11,5,7,3,10,19,3,8,0,1,0,0,1.67,3.6,5.5,1.57,3.5,5.0,2009/2010,26,23,362,113
2010-01-30,Birmingham,Tottenham,1,1,D,0,0,D,S Attwell,12,21,6,12,12,8,5,8,4,2,0,0,3.1,3.25,2.38,3.1,3.25,2.3,2009/2010,33,41,197,360
2010-01-30,Burnley,Chelsea,1,2,A,0,1,A,P Dowd,5,16,3,9,12,12,2,9,1,1,0,0,13.0,5.0,1.29,8.0,4.5,1.28,2009/2010,20,51,20,567
2010-01-30,Fulham,Aston Villa,0,2,A,0,2,A,L Mason,15,9,8,6,10,15,9,3,0,2,0,0,2.7,3.2,2.7,2.6,3.2,2.7,2009/2010,27,37,299,354
2010-01-30,Hull,Wolves,2,2,D,1,0,H,M Dean,8,13,4,4,15,10,4,7,2,0,0,0,2.25,3.25,3.25,2.25,3.2,3.25,2009/2010,19,20,54,53
2010-01-30,Liverpool,Bolton,2,0,H,1,0,H,S Bennett,13,4,6,1,12,10,11,3,1,3,0,0,1.44,4.33,7.5,1.44,4.2,7.5,2009/2010,38,21,468,322
2010-01-30,West Ham,Blackburn,0,0,D,0,0,D,P Walton,7,8,6,4,17,13,10,7,0,1,0,0,2.1,3.3,3.6,2.1,3.25,3.6,2009/2010,20,27,216,327
2010-01-30,Wigan,Everton,0,1,A,0,0,D,L Probert,10,10,4,7,19,10,4,7,0,2,0,0,3.0,3.3,2.38,3.0,3.25,2.37,2009/2010,22,29,196,365
2010-01-31,Arsenal,Man United,1,3,A,0,2,A,C Foy,18,11,7,5,9,12,8,5,1,0,0,0,2.6,3.25,2.8,2.6,3.25,2.7,2009/2010,49,50,512,551
2010-01-31,Man City,Portsmouth,2,0,H,2,0,H,M Atkinson,13,10,6,4,9,14,10,7,1,3,0,0,1.29,5.0,13.0,1.3,5.0,10.0,2009/2010,38,15,321,289
2010-02-01,Sunderland,Stoke,0,0,D,0,0,D,H Webb,6,4,5,3,7,16,7,3,2,3,0,0,2.0,3.4,3.8,2.0,3.3,3.75,2009/2010,23,25,113,70
2010-02-02,Hull,Chelsea,1,1,D,1,1,D,M Clattenburg,7,21,3,11,9,12,6,8,1,3,0,0,13.0,5.0,1.29,8.5,4.8,1.25,2009/2010,20,54,55,570
2010-02-03,Fulham,Portsmouth,1,0,H,0,0,D,A Taylor,14,12,9,8,12,12,5,5,0,1,0,0,1.67,3.5,6.0,1.61,3.4,5.0,2009/2010,27,15,299,289
2010-02-06,Bolton,Fulham,0,0,D,0,0,D,M Clattenburg,16,7,11,4,8,12,2,5,0,0,0,0,2.25,3.3,3.25,2.25,3.25,3.25,2009/2010,21,30,322,302
2010-02-06,Burnley,West Ham,2,1,H,1,0,H,H Webb,8,20,4,11,15,13,3,5,2,1,0,0,2.6,3.25,2.8,2.6,3.2,2.75,2009/2010,20,21,20,217
2010-02-06,Hull,Man City,2,1,H,1,0,H,P Dowd,8,17,4,11,14,14,4,8,2,4,0,0,5.5,3.4,1.73,5.0,3.5,1.73,2009/2010,21,41,56,324
2010-02-06,Liverpool,Everton,1,0,H,0,0,D,M Atkinson,9,6,4,3,11,23,8,8,3,3,1,1,1.83,3.5,4.33,1.83,3.4,4.5,2009/2010,41,32,471,368
2010-02-06,Man United,Portsmouth,5,0,H,2,0,H,L Mason,21,7,8,5,9,11,12,1,1,4,0,0,1.13,8.5,23.0,1.12,7.5,23.0,2009/2010,53,15,554,289
2010-02-06,Stoke,Blackburn,3,0,H,2,0,H,S Bennett,15,9,11,4,13,20,12,7,2,3,0,1,2.3,3.1,3.4,2.25,3.2,3.3,2009/2010,26,28,71,328
2010-02-06,Sunderland,Wigan,1,1,D,0,1,A,S Attwell,11,14,8,6,12,14,2,3,4,5,0,0,2.0,3.4,3.8,2.0,3.3,3.8,2009/2010,24,22,114,196
2010-02-06,Tottenham,Aston Villa,0,0,D,0,0,D,C Foy,28,10,15,5,10,13,12,4,0,0,0,0,2.1,3.3,3.6,2.05,3.3,3.6,2009/2010,42,40,361,357
2010-02-07,Birmingham,Wolves,2,1,H,0,1,A,L Probert,15,12,10,5,12,18,11,4,5,3,0,0,1.8,3.4,5.0,1.8,3.3,4.8,2009/2010,34,21,198,54
2010-02-07,Chelsea,Arsenal,2,0,H,2,0,H,M Dean,9,14,3,6,11,14,4,8,2,2,0,0,1.8,3.6,4.5,1.8,3.3,4.8,2009/2010,55,49,571,512
2010-02-09,Fulham,Burnley,3,0,H,2,0,H,C Foy,16,10,12,3,9,9,6,2,1,0,0,0,1.73,3.5,5.25,1.73,3.4,5.25,2009/2010,31,23,303,23
2010-02-09,Man City,Bolton,2,0,H,1,0,H,M Jones,8,11,4,5,8,18,6,3,0,2,0,0,1.44,4.2,8.0,1.44,4.2,7.5,2009/2010,41,22,324,323
2010-02-09,Portsmouth,Sunderland,1,1,D,0,1,A,K Friend,12,7,6,2,10,15,8,4,3,1,1,2,2.4,3.25,3.0,2.3,3.2,3.2,2009/2010,15,25,289,115
2010-02-09,Wigan,Stoke,1,1,D,1,0,H,A Marriner,16,10,11,6,12,7,9,5,2,3,0,0,2.2,3.3,3.4,2.15,3.2,3.5,2009/2010,23,29,197,74
2010-02-10,Arsenal,Liverpool,1,0,H,0,0,D,H Webb,11,9,6,7,19,13,3,6,3,2,0,0,2.1,3.3,3.6,2.0,3.3,3.75,2009/2010,49,44,512,474
2010-02-10,Aston Villa,Man United,1,1,D,1,1,D,P Walton,10,12,6,6,9,10,1,7,0,1,0,1,4.2,3.5,1.91,4.0,3.5,1.91,2009/2010,41,56,358,557
2010-02-10,Blackburn,Hull,1,0,H,1,0,H,L Probert,20,7,10,4,14,13,6,6,1,3,0,1,1.83,3.5,4.5,1.83,3.4,4.5,2009/2010,28,24,328,59
2010-02-10,Everton,Chelsea,2,1,H,1,1,D,A Wiley,7,14,5,5,13,15,5,6,1,2,0,0,5.0,3.6,1.73,5.0,3.5,1.73,2009/2010,32,58,368,574
2010-02-10,West Ham,Birmingham,2,0,H,1,0,H,M Dean,13,9,10,4,12,9,3,6,1,2,0,0,2.25,3.3,3.25,2.25,3.3,3.2,2009/2010,21,37,217,201
2010-02-10,Wolves,Tottenham,1,0,H,1,0,H,M Clattenburg,8,10,4,4,15,10,5,7,2,1,0,0,4.2,3.4,1.91,4.33,3.5,1.83,2009/2010,21,43,54,362
